Lat,Long,Provider ID,Name,License Type,License Status,Initial License Date ,Capacity,Address,Phone#
37.7101796,-113.060814,45692,SUU HEAD START - CEDAR CITY (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/18/15,,"1830 N MAIN ST CEDAR CITY, UT 84721",(435) 586-6070
37.1222691,-113.6151638,45695,SUU HEAD START - ST. GEORGE (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/18/15,,"1469 W SUNSET BLVD ST GEORGE, UT 84770",(435) 628-5641
41.104256,-112.0634,28445,SYRACUSE HIGH SCHOOL,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,10/11/10,,"665 S 2000 W SYRACUSE, UT 84075",(801) 402-8030
41.2090631,-111.9599131,15345,T.O. SMITH ELEMENTARY EXTENDED SCHOOL DAY,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,6/2/04,,"3295 MONROE BLVD OGDEN, UT 84403",(801) 737-8350
40.7434064,-111.9880199,65701,"TAFISI, ELENOA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/2/18,,"SALT LAKE CITY, UT 84104",(801) 956-0301
40.6999925,-112.0118669,64954,"TAGALOA, ENIKETI DBA TAGALOA DAYCARE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/29/18,,"WEST VALLEY CITY, UT 84120",(801) 410-9748
40.8458036,-111.9343636,66059,"TAKAI, SIUNIPA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/20/18,,"NORTH SALT LAKE, UT 84054",(801) 919-4504
40.4960215,-111.8687825,28532,"TALBOT, CONNIE DBA TALBOT'S DAY CARE",LICENSED FAMILY,REGULATED,12/17/09,8,"DRAPER, UT 84020",(801) 501-9944
40.8458036,-111.9343636,65702,"TALIVAKAOLA, MULI","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/2/18,,"NORTH SALT LAKE, UT 84054",(385) 423-9199
40.8038325,-112.0237903,46458,"TAPIA, MARIA DBA ROSY'S DAY CARE",LICENSED FAMILY,REGULATED,4/6/16,12,"SALT LAKE, UT 84116",(801) 953-5779
40.6620696,-111.8866683,64814,"TAPUSOA, FAAEE","DWS APPROVED, FFN",REGULATED,6/27/18,,"MURRAY, UT 84107",(801) 205-2720
40.6620696,-111.8866683,2472,"TATRO, RHONDA JEAN",LICENSED FAMILY,REGULATED,10/28/93,8,"MURRAY, UT 84107",(801) 414-8313
41.1859156,-111.8926303,63076,"TAUIAUTUSA, OSANA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/10/18,,"OGDEN, UT 84403",(801) 920-5025
40.6999925,-112.0118669,65260,"TAUKAFA, JOYCE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/11/18,,"WEST VALLEY CITY, UT 84120",(801) 882-4328
40.6777307,-111.9477777,62694,"TAUKEIAHO, TEVITA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,4/30/18,,"TAYLORSVILLE, UT 84129",(801) 898-0435
40.3363082,-111.9880199,65438,"TAUMOEPEAU, TOVALE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/20/18,,"EAGLE MOUNTAIN, UT 84005",(415) 349-1165
40.7434064,-111.9880199,62896,"TAUNAHOLO, PESI","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/4/18,,"SALT LAKE CITY, UT 84104",(435) 513-1063
40.6988631,-112.0416754,65619,"TAUSINGA, LUANA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/30/18,,"WEST VALLEY CITY, UT 84128",(801) 882-1580
40.5984908,-112.0357137,64534,"TAUSINGA, MELESEINI","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/19/18,,"WEST VALLEY CITY, UT 84081",(801) 631-4116
40.6988631,-112.0416754,64614,"TAUVAO, TOAKASE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/21/18,,"WEST VALLEY CITY, UT 84128",(801) 835-3530
37.17582,-113.5014213,64535,"TAVITA, FAAILOA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/19/18,,"WASHINGTON, UT 84780",(435) 256-0297
40.5934061,-111.9641728,26357,"TAYLOR, HELENA",LICENSED FAMILY,REGULATED,12/3/05,16,"WEST JORDAN, UT 84088",(801) 569-8422
41.176494,-112.0357137,29142,"TAYLOR, JENI",LICENSED FAMILY,REGULATED,2/22/11,8,"ROY, UT 84067",(801) 825-0368
41.6385432,-111.9338342,40518,"TAYLOR, KATHLEEN","DWS APPROVED, FFN",REGULATED,12/22/14,,"WELLSVILLE, UT 84339",(435) 879-1777
40.114955,-111.654923,651,"TAYLOR, LORI ANN DBA ALL ABOUT KIDS",LICENSED FAMILY,REGULATED,7/1/93,16,"SPANISH FORK, UT 84660",(801) 798-3226
40.5307776,-112.29828,63556,"TAYLOR, MERCEDES","DWS APPROVED, FFN",REGULATED,7/2/18,,"TOOELE, UT 84074",(435) 850-8712
40.6554764,-111.9352225,45316,TAYLORSVILLE HIGH SCHOOL PRESCHOOL,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",REGULATED,9/15/14,,"5225 S REDWOOD RD TAYLORSVILLE, UT 84123",(385) 646-5455
40.2814786,-111.7733902,63415,"TEJEDA, MA DEL ROCIO YANEZ","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/18/18,,"OREM, UT 84058",(801) 404-1629
40.5934061,-111.9641728,62556,"TELLEZ, MARIA FLORA",RESIDENTIAL CERTIFICATE,REGULATED,6/1/18,8,"WEST JORDAN, UT 84088",(385) 787-1906
37.0965397,-113.5836148,64774,TEMPLE TOTS,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/27/18,,"694 S MAIN ST ST GEORGE, UT 84770",(760) 681-7938
40.7514925,-111.9212041,4004,TENDER LOVING CARE TEACHING LEARNING CTR.,CENTER,REGULATED,2/1/83,50,"1035 WEST INDIANA AVENUE SALT LAKE CITY, UT 84104",(801) 595-0055
40.609812,-111.872965,4286,TENDER TOUCH INC. (MIDVALE),CENTER,REGULATED,11/1/81,90,"665 EAST 7800 SOUTH MIDVALE, UT 84047",(801) 561-3531
41.0881173,-112.0317447,28203,TENDER YEARS,CENTER,REGULATED,3/9/09,190,"325 WEST 1700 SOUTH, SUITE 16 CLEARFIELD, UT 84015",(801) 774-8900
40.626106,-111.9701346,63674,"TEPA, LEILOA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/29/18,,"WEST JORDAN, UT 84084",(909) 362-2211
37.6774769,-113.0618931,1311,"TERRY, CHERYL DBA KOUNTRY KIDS CHILDCARE",LICENSED FAMILY,REGULATED,6/1/92,8,"CEDAR CITY, UT 84721",(435) 586-6919
40.7126927,-111.8553984,30249,TEST #2,CENTER,REGULATED,6/1/18,10,"HIGHLAND SLC, UT 84014",(801) 803-4618
40.7126927,-111.8553984,1,TEST CENTER,CENTER,REGULATED,1/22/07,10,"HIGHLAND DR. SALT LAKE CITY, UT 84116",(801) 123-4567
40.50237,-111.8881865,50595,TESTEXEMPT,LICENSE TYPE:,EXEMPT ACTIVE,INITIAL REGULATION DATE:,,"100 DRAPER, UT 84020",(801) 234-5678
40.6327135,-111.8100009,58194,THE COTTONWOOD PRESCHOOL,CENTER,REGULATED,7/5/17,79,"2890 EAST COTTONWOOD PARKWAY COTTONWOOD HEIGHTS, UT 84121",(801) 748-0449
41.0908192,-112.0428386,56916,THE HANGOUT CHILD AND YOUTH DEVELOPMENT CENTER,CENTER,REGULATED,6/2/17,175,"848 WEST 1600 SOUTH CLEARFIELD, UT 84015",(801) 825-9400
37.0733125,-113.6029325,43154,THE LEARNING CENTER FOR FAMILIES,CENTER,REGULATED,8/6/15,64,"2044 S. MESA PALMS DRIVE SAINT GEORGE, UT 84770",(435) 673-5353
40.7325552,-111.8596399,46316,THE PLAYHOUSE CHILDCARE,CENTER,REGULATED,2/18/16,37,"1740 S 1100 E SUGARHOUSE, UT 84105",(801) 808-5149
40.3614113,-111.7833527,65956,THE TRAINING ROOM,"EXEMPT DROP-IN CENTER, BACKGROUND CHECKS BY CCL",REGULATED,8/13/18,,"710 S UTAH VALLEY DR AMERICAN FORK, UT 84003",(385) 254-5631
40.7400227,-111.8941673,36874,THE UTAH HOUSE,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,1/29/16,,"1370 S WEST TEMPLE SALT LAKE CITY, UT 84115",(801) 683-4323
37.1963372,-113.5966577,65876,"THOMAS, DEBORAH","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/30/18,,"ST GEORGE, UT 84770",(801) 657-8315
40.7095135,-111.9641728,65739,"THOMAS, FAITH","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/3/18,,"WEST VALLEY CITY, UT 84119",(385) 249-7079
37.1963372,-113.5966577,40137,"THOMAS, SUSAN","DWS APPROVED, FFN",REGULATED,10/1/14,,"ST GEORGE, UT 84770",(435) 862-4735
41.7369803,-111.8338359,27662,"THOMAS, VALERIE DBA THE EARLY EDUCATION PROGRAM",LICENSED FAMILY,REGULATED,1/25/08,16,"LOGAN, UT 84321",(435) 512-3564
40.6712875,-111.7912764,2008,"THOMPSON, ALMA JEAN DBA ALL MY KIDS CHILD CARE",LICENSED FAMILY,REGULATED,6/13/97,12,"HOLLADAY, UT 84124",(801) 273-0608
40.0443989,-111.7321518,48214,"THOMPSON, CHERYL DBA LIL' BUSY BEE DAYCARE",LICENSED FAMILY,REGULATED,8/2/16,16,"PAYSON, UT 84651",(801) 376-7601
40.5934061,-111.9641728,41374,"THOMPSON, FRANCEEN","DWS APPROVED, FFN",REGULATED,2/27/15,,"WEST JORDAN, UT 84088",(385) 242-8358
41.1182767,-112.08411,63634,"THOMPSON, RACHEL DBA MS. RAE'S DAYCARE",LICENSED FAMILY,REGULATED,7/13/18,16,"WEST POINT, UT 84015",(801) 682-6714
41.1107771,-112.0260538,38636,"THOMSON, CAROLYN","DWS APPROVED, FFN",REGULATED,7/16/14,,"CLEARFIELD, UT 84015",(801) 791-6839
40.0530105,-111.673536,27242,"THORNOCK, MISTY DBA MRS. T'S DAYCARE",LICENSED FAMILY,REGULATED,12/15/06,16,"SALEM, UT 84653",(801) 423-4067
41.5228536,-112.0714835,54634,"THORSTED, JOHANA DBA MONKEY CARE LLC",LICENSED FAMILY,REGULATED,1/18/17,16,"BRIGHAM CITY, UT 84302",(435) 730-4152
40.6228598,-111.9396442,66037,THRYVE FITNESS SOLUTIONS LLC,"EXEMPT DROP-IN CENTER, BACKGROUND CHECKS BY CCL",REGULATED,8/17/18,,"7046 S REDWOOD RD WEST JORDAN, UT 84084",(843) 818-4322
41.6743765,-111.8329984,26521,"TIBBITTS, JAMIE DBA TINY TOTS DAYCARE IN NIBLEY",LICENSED FAMILY,REGULATED,2/13/06,8,"NIBLEY, UT 84321",(435) 752-7135
41.7215978,-111.821332,13994,"TIDWELL, AMY DBA BRIGHT BEGINNINGS DAYCARE & PRESCHOOL",LICENSED FAMILY,REGULATED,5/19/03,16,"RIVER HEIGHTS, UT 84321",(435) 757-4690
40.2814786,-111.7733902,64935,"TILDEN, KARYSSA","DWS APPROVED, FFN",REGULATED,7/16/18,,"OREM, UT 84058",(661) 733-6637
40.6706426,-111.9246023,11896,TILLEY TIME II,CENTER,REGULATED,6/11/01,200,"4579 SOUTH 1175 WEST TAYLORSVILLE, UT 84123",(801) 265-2489
40.735356,-111.8859231,28506,"TIM AND BRENDA HUVAL CHILD CARE CENTER, THE",CENTER,REGULATED,12/10/09,50,"1575 SOUTH STATE STREET, ROOM 1-188 SALT LAKE CITY, UT 84115",(801) 957-3070
41.0415094,-111.9573576,29462,"TIME FOR FAMILIES, DAVIS COUNTY",CENTER,REGULATED,8/4/11,163,"440 NORTH 900 WEST KAYSVILLE, UT 84037",(801) 544-9700
40.88505,-111.880071,56595,TINY WOODLAND,CENTER,REGULATED,4/5/17,45,"38 EAST 400 SOUTH BOUNTIFUL, UT 84010",(801) 200-6226
41.223,-111.9738304,59220,"TIZNADO, MARIA DBA MARIA'S DAY CARE",LICENSED FAMILY,REGULATED,9/18/17,8,"OGDEN, UT 84404",(801) 564-3092
40.1621373,-111.6100326,52445,TLC FOR KIDS DAYCARE,CENTER,REGULATED,11/10/16,150,"309 S MAIN SPRINGVILLE, UT 84663",(801) 489-3020
40.6999925,-112.0118669,65978,"TO, THOA","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/14/18,,"WEST VALLEY CITY, UT 84120",(801) 967-9039
40.6609843,-111.9164779,64035,"TOKI, MELE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/7/18,,"TAYLORSVILLE, UT 84123",(801) 829-7588
39.605305,-110.8031848,27908,TOLLEY TODDLERS DAYCARE CENTER,CENTER,REGULATED,6/16/08,67,"350 N. 400 E PRICE, UT 84501",(435) 637-3829
40.6609843,-111.9164779,30044,"TOMENE, CHANTAL",LICENSED FAMILY,REGULATED,11/17/11,16,"TAYLORSVILLE, UT 84123",(801) 663-4546
40.3935912,-111.7972384,35359,"TOMLINSON, JANE MARIE DBA LOVING FUN CHILD CARE LLC",LICENSED FAMILY,REGULATED,6/25/13,8,"HIGHLAND, UT 84003",(801) 376-7934
40.5385756,-112.3089742,53020,TOOELE BOYS & GIRLS CLUB YOUTH PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,10/18/16,,"438 WEST 400 NORTH TOOELE, UT 84074",(435) 843-5719
40.5290997,-112.307512,31863,TOOELE HIGH SCHOOL BABY BUFFS PRESCHOOL,"EXEMPT HOME, BACKGROUND CHECKS BY CCL",REGULATED,9/14/15,,"301 W VINE ST TOOELE, UT 84074",(435) 833-1978
40.5310073,-112.3022031,53024,TOOELE PUBLIC LIBRARY (NBS),"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/31/16,,"128 W VINE ST TOOELE, UT 84074",(435) 882-2182
40.3916172,-111.8507662,38181,"TOPOLOVEC, LUCY B","DWS APPROVED, FFN",REGULATED,6/27/14,,"LEHI, UT 84043",(801) 899-5205
40.6988631,-112.0416754,33114,"TORRES, HEIDI DBA OUR LITTLE RUG RATZ DAYCARE",LICENSED FAMILY,REGULATED,10/3/12,16,"WEST VALLEY, UT 84128",(801) 981-8033
39.6841304,-110.8546053,58915,"TORRES, ROSIE","DWS APPROVED, FFN",REGULATED,9/20/17,,"HELPER, UT 84526",(435) 472-1881
41.1668743,-111.9880199,52259,"TOVAR, JULIE","DWS APPROVED, FFN",REGULATED,10/12/16,,"OGDEN, UT 84405",(801) 624-9470
40.6999925,-112.0118669,62594,"TOVAR, MA DE JESUS","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,4/25/18,,"WEST VALLEY CITY, UT 84120",(801) 833-7650
40.7095135,-111.9641728,65257,"TOVAR, MARIA F","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/10/18,,"WEST VALLEY CITY, UT 84119",(801) 750-9761
40.6999925,-112.0118669,14700,"TRAN, HIEN",LICENSED FAMILY,REGULATED,10/27/03,16,"WEST VALLEY, UT 84120",(801) 964-8401
40.6777307,-111.9477777,66002,"TRAN, PHOUNG","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/15/18,,"TAYLORSVILLE, UT 84129",(801) 750-3231
38.5733155,-109.5498395,59698,"TRANTER, NICOLE DBA MOAB'S LITTLE SPROUTS ACADEMY",LICENSED FAMILY,REGULATED,3/19/18,8,"MOAB, UT 84532",(435) 210-8483
40.5141147,-112.0329938,64637,"TRIPLETT, REBECCA J.","DWS APPROVED, FFN",REGULATED,7/18/18,,"HERRIMAN, UT 84096",(385) 335-2174
40.5984908,-112.0357137,59916,"TRIVERS, JESSICA","DWS APPROVED, FFN",REGULATED,2/12/18,,"WEST JORDAN, UT 84081",(801) 541-6330
41.036056,-111.6768769,39334,"TRUSSELL, KIPPI DBA MISS KIP'S CHILDCARE",RESIDENTIAL CERTIFICATE,REGULATED,7/29/14,8,"MORGAN, UT 84050",(801) 829-6254
37.0005519,-110.1774377,53018,TSE'BII'NIDZISGAI ELEMENTARY SCHOOL,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,8/31/16,,"HIGHWAY 163, 10 WEST MEDICAL DRIVE MONUMENT VALLEY, UT 84536",(435) 678-1288
37.1905948,-113.6590356,30031,TUACAHN SHOW CARE,CENTER,REGULATED,6/18/12,30,"1100 TUACAHN DRIVE STE 2B IVINS, UT 84738",(435) 669-1183
40.8038325,-112.0237903,65054,"TUAKALAU, ANE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,7/3/18,,"SALT LAKE CITY, UT 84116",(385) 299-3483
40.2128559,-111.7256936,10673,"TUBBS, DENISE",LICENSED FAMILY,REGULATED,1/10/01,8,"PROVO, UT 84601",(801) 377-1806
40.6609843,-111.9164779,30299,"TUCKER, KATRINA",LICENSED FAMILY,REGULATED,7/5/13,16,"WEST VALLEY CITY, UT 84123",(801) 834-1416
40.3456087,-111.7197315,608,"TURLEY, LINDA DBA LINDA TURLEY DAY CARE",LICENSED FAMILY,REGULATED,11/30/84,8,"LINDON, UT 84042",(801) 687-5656
40.5984908,-112.0357137,39800,"TURLEY, SONIA",LICENSED FAMILY,REGULATED,2/18/15,8,"WEST JORDAN, UT 84081",(801) 450-8837
40.3363082,-111.9880199,38375,"TURNER, ALISHA DBA TURNER FAMILY CHILDCARE",LICENSED FAMILY,REGULATED,6/3/14,16,"EAGLE MOUNTAIN, UT 84005",(801) 879-8646
41.861039,-111.8957808,14287,"TURNER, APRIL DBA APRIL TURNER'S DAY CARE",LICENSED FAMILY,REGULATED,7/16/03,16,"AMALGA, UT 84335",(435) 563-0153
40.6777307,-111.9477777,4008,"TURNER, JOANNA DBA JOANNA TURNER DAYCARE",LICENSED FAMILY,REGULATED,7/1/98,16,"TAYLORSVILLE, UT 84129",(801) 840-1414
40.3916172,-111.8507662,1113,"TURNER, LAURA DBA TURNER FAMILY DAYCARE",LICENSED FAMILY,REGULATED,5/1/97,8,"LEHI, UT 84043",(801) 768-8226
40.0443989,-111.7321518,12736,"TURNER, SHALLA DBA SHALLA'S CHILD CARE",LICENSED FAMILY,REGULATED,2/28/02,8,"PAYSON, UT 84651",(801) 465-9509
40.4818161,-111.9403254,1775,"TUTTLE, DIANE",LICENSED FAMILY,REGULATED,7/9/93,8,"RIVERTON, UT 84065",(801) 446-6298
41.7118728,-112.1655079,46474,"TUTTLE, SHERRIE","DWS APPROVED, FFN",REGULATED,12/4/15,,"TREMONTON, UT 84337",(435) 279-6144
40.7205856,-111.92584,28050,TWENTY FOUR SEVEN II,CENTER,REGULATED,8/28/08,85,"1161 WEST 2320 SOUTH WEST VALLEY, UT 84119",(801) 403-7890
40.6050172,-111.8926769,49437,TYLER LIBRARY - KID'S CAFE,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,3/22/16,,"8041 S WOOD ST MIDVALE, UT 84047",(801) 948-7853
40.7437969,-111.930563,55095,U.S. DREAM ACADEMY,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,11/17/16,,"1155 S GLENDALE DR SALT LAKE CITY, UT 84104",(801) 973-9494
40.7091121,-112.1016088,64259,"UAISELE, ILAISAANE","ALTERNATIVE CARE, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,6/13/18,,"MAGNA, UT 84044",(801) 649-9301
40.6868876,-111.8967313,53854,UCA MEADOWBROOK,CENTER,REGULATED,2/3/17,33,"210 WEST 3900 SOUTH SALT LAKE CITY, UT 84107",(801) 410-5824
40.7421024,-111.8460972,28795,UINTAH AFTER SCHOOL PROGRAM,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,4/6/16,,"1571 E 1300 S SALT LAKE CITY, UT 84105",(801) 584-2940
40.456799,-109.5253827,55374,UINTAH COUNTY LIBRARY KIDS CAFE,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,12/9/16,,"204 E 100 N VERNAL, UT 84078",(435) 789-0091
40.9836783,-111.9106092,61954,UKIDS FARMINGTON,"EXEMPT DROP-IN CENTER, BACKGROUND CHECKS BY CCL",REGULATED,3/28/18,,"165 N UNIVERSITY AVE FARMINGTON, UT 84025",(801) 585-5421
40.5419193,-112.0132434,61955,UKIDS SOUTH JORDAN,"EXEMPT DROP-IN CENTER, BACKGROUND CHECKS BY CCL",REGULATED,3/28/18,,"5126 W DAYBREAK PKWY SOUTH JORDAN, UT 84009",(801) 585-5421
40.7522979,-111.8290622,4272,UKIDS- EAST VILLAGE,CENTER,REGULATED,1/1/78,74,"1601 UNIVERSITY VILLAGE EAST SALT LAKE CITY, UT 84108",(801) 581-8058
40.7643813,-111.8504423,28009,UKIDS- PRESIDENT'S CIRCLE,CENTER,REGULATED,4/29/09,60,"225 SOUTH 1400 EAST, ROOM 120 SALT LAKE CITY, UT 84112",(801) 585-7393
40.7571676,-111.8433509,57558,UKIDS-GUARDSMAN WAY,CENTER,REGULATED,7/31/17,165,"545 S. GUARDSMAN WAY SALT LAKE CITY, UT 84108",(801) 582-0501
40.0530105,-111.673536,6659,"ULBRICHT, TRUDEE DBA ALL BRIGHT CHILD CARE",LICENSED FAMILY,REGULATED,4/1/00,16,"SALEM, UT 84653",(801) 423-3725
40.8938339,-111.9018828,61814,"UMI, CARMEN","DWS APPROVED, FFN",REGULATED,4/16/18,,"WEST BOUNITFUL, UT 84087",(385) 272-4091
40.7334559,-111.935528,41734,UNIVERSITY NEIGHBORHOOD PARTNERS - HARTLAND PARTNERSHIP CENTER,"EXEMPT SCHOOL AGE PROGRAM, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/26/15,,"1578 W 1700 S SALT LAKE CITY, UT 84104",(801) 973-6055
40.7621567,-111.8368197,28805,UNIVERSITY OF UTAH CLUB U,"EXEMPT SCHOOL AGE PROGRAM, BACKGROUND CHECKS BY CCL",REGULATED,5/15/16,,"1901 E SOUTH CAMPUS DR SALT LAKE CITY, UT 84112",(801) 581-6984
37.0441957,-113.5490415,62297,"UPSHAW, ALLEXIS","DWS APPROVED, FFN",REGULATED,6/13/18,,"ST GEORGE, UT 84790",(435) 680-4982
41.7369803,-111.8338359,30479,"URESK, KRYSTAL DBA KRYSTAL'S DAYCARE",LICENSED FAMILY,REGULATED,12/2/11,16,"LOGAN, UT 84321",(435) 770-0108
37.6246465,-109.4897203,428,USU EASTERN BLANDING CHILD CARE CENTER,CENTER,REGULATED,7/28/11,43,"250 S 650 W BLANDING, UT 84511",(435) 678-8166
40.6406761,-112.0028312,47036,USU EXTENSION ENTHEOS ACADEMY KEARNS,"DWS APPROVED, EXEMPT SCHOOL AGE PROGRAM",REGULATED,11/30/15,,"4710 W 6200 S KEARNS, UT 84118",(801) 300-5680
40.705353,-111.883995,60774,UTAH COMMUNITY ACTION - CREEKSIDE EHS,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,2/2/18,,"254 E GREGSON AVE SALT LAKE CITY, UT 84115",(801) 598-9339
40.7424969,-111.8921645,28917,UTAH COMMUNITY ACTION - HORIZONTE HEAD START,CENTER,REGULATED,2/8/11,17,"1234 S MAIN ST SALT LAKE CITY, UT 84101",(801) 983-3393
40.7382428,-111.9150806,65976,UTAH COMMUNITY ACTION - RILEY,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/13/18,,"1410 S 800 W SALT LAKE CITY, UT 84104",(801) 502-9721
40.7401442,-111.9163382,62534,UTAH COMMUNITY ACTION - SORENSON UNITY CENTER,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,4/24/18,,"1383 S 900 W SALT LAKE CITY, UT 84104",(801) 520-9321
40.574187,-111.868961,41778,UTAH COMMUNITY ACTION HEAD START - BELLVIEW,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,5/12/16,,"9800 S 800 E SANDY, UT 84094",(801) 502-7805
40.759466,-111.866487,59236,UTAH COMMUNITY ACTION HEAD START - BENNION,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/16/17,,"429 S 800 E SALT LAKE CITY, UT 84102",(801) 323-3900
40.6815969,-112.04514,53097,UTAH COMMUNITY ACTION HEAD START - CATHERINE C. HOSKINS,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/2/16,53,"6447 W 4100 S WEST VALLEY CITY, UT 84128",(801) 455-6137
40.6112959,-111.8985922,30476,UTAH COMMUNITY ACTION HEAD START - COPPERVIEW YELLOW,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/7/16,,"MIDVALE, UT 84047",(801) 256-3760
40.705353,-111.883995,46231,UTAH COMMUNITY ACTION HEAD START - CREEKSIDE,"EXEMPT CENTER, BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/22/15,34,"254 E GREGSON AVE SALT LAKE CITY, UT 84115",(801) 502-7736
40.7424969,-111.8921645,28924,UTAH COMMUNITY ACTION HEAD START - EARLY HEAD START-HORIZONTE,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/23/15,,"1234 S MAIN ST SALT LAKE CITY, UT 84101",(801) 864-1837
40.6375272,-111.9090043,59293,UTAH COMMUNITY ACTION HEAD START - GRANT ELEMENTARY,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,8/24/17,,"662 W 6140 S MURRAY, UT 84123",(801) 259-5881
40.5997376,-112.4667907,46220,UTAH COMMUNITY ACTION HEAD START - GRANTSVILLE,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,10/22/15,,"7 S PARK ST GRANTSVILLE, UT 84029",(435) 840-0287
40.686732,-111.881556,4278,UTAH COMMUNITY ACTION HEAD START - HAL J. SCHULTZ,"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,2/1/03,,"336 E 3900 S SALT LAKE CITY, UT 84115",(801) 743-6450
40.7424969,-111.8921645,10807,UTAH COMMUNITY ACTION HEAD START - HORIZONTE AM/PM (NBS),"EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,2/12/01,,"1234 S MAIN ST SALT LAKE CITY, UT 84101",(801) 983-3393
40.796027,-111.9212288,53214,"UTAH COMMUNITY ACTION HEAD START - JAMES R RUSSELL (ROOMS 3,4,5,6,7,9,10)","EXEMPT CENTER, NO BACKGROUND CHECKS BY CCL",EXEMPT ACTIVE,9/7/16,,"1240 N AMERICAN BEAUTY DR. SALT LAKE CITY, UT 84116",(801) 323-3900
